Schuljahr,Amtlicher Gemeindeschlüssel,Verwaltungsbezirk,Schulformschlüssel,Schulform,Schulnummer,Kurzbezeichnung der Schule,Amtliche Bezeichnung 1,Amtliche Bezeichnung 2,Amtliche Bezeichnung 3,Rechtsstatus,Straße und Hausnummer,Postleitzahl,Ort,Homepage,Amtlicher Gemeinde-schlüssel,"Verwaltungsbezirk
(Haupt- und Nebensitz der Schule)",Art der Adresse,Anzahl,Sozialindex
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100160,"Düsseldorf, GG Kaiserswerth",Grundschule Kaiserswerth,Städt. Gem. Grundschule Fliednerstraße,- Primarstufe -,Öffentlich,Fliednerstr. 32,40489.0,Düsseldorf,http://www.grundschule-kaiserswerth.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,315,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100171,"Düsseldorf, KG Unter den Eichen",Städt. Kath. Grundschule,- Primarstufe -,,Öffentlich,Unter den Eichen 26,40625.0,Düsseldorf,http://www.kgs-unterdeneichen.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,390,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100183,"Düsseldorf, KG Christophorus",Christophorus-Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Werstener Friedhofstr. 10,40591.0,Düsseldorf,https://www.christophorus-grundschule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,210,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100213,"Düsseldorf, GG Henri-Dunant-Schule",Henri-Dunant-Schule,Städt. Gem. Grundschule,- Primarstufe -,Öffentlich,Rheindorfer Weg 20,40591.0,Düsseldorf,http://www.gs-rheindorferweg.schulen.duesseldorf.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,210,2
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100225,"Düsseldorf, GG Bingener Weg",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Bingener Weg 10,40229.0,Düsseldorf,http://www.schulen.duesseldorf.de/gs-bingenerweg/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,205,5
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100237,"Düsseldorf, GG Gumbertstr.",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Gumbertstr. 191,40229.0,Düsseldorf,https://gumbertschule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,210,8
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100250,"Düsseldorf, KG St. -Peter",St. -Peter-Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Jahnstr. 97,40215.0,Düsseldorf,http://www.st-peter-schule-duesseldorf.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,190,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100262,"Düsseldorf, KG St. Michael Schule",St. Michael Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Kempgensweg 65,40231.0,Düsseldorf,https://www.gs-kempgensweg.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,175,9
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100274,"Düsseldorf, KG Franz-Boehm-Schule",Franz-Boehm-Schule,Städtische Katholische Grundschule,- Primarstufe -,Öffentlich,Kamper Weg 291,40627.0,Düsseldorf,http://www.grundschule-kamper-weg.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,185,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100286,"Düsseldorf, KG St. Apollinaris Schule",St. Apollinaris Schule,Städtische Katholische Grundschule,- Primarstufe -,Öffentlich,Itterstr. 16,40589.0,Düsseldorf,http://www.apollinarisschule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,190,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100298,"Düsseldorf, KG Lohausen",Städtische Katholische Grundschule,Lohausen,- Primarstufe -,Öffentlich,Im Grund 78,40474.0,Düsseldorf,http://www.kleine-gelbe-schule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,110,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100304,"Düsseldorf, KG Mettmanner Straße",Städtische Katholische Grundschule,Mettmanner Straße,- Primarstufe -,Öffentlich,Hubbelrather Str. 13,40233.0,Düsseldorf,https://kgs-mettmannerstrasse.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,235,8
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100316,"Düsseldorf, KG Höhenstr.",Städt. Kath. Grundschule,- Primarstufe -,,Öffentlich,Höhenstr. 5,40227.0,Düsseldorf,http://www.kgs-hoehenstrasse.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,220,8
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100328,"Düsseldorf, GG Gutenberg Schule",Gutenberg Schule,Städt. Gem. Grundschule,,Öffentlich,Diepenstr. 24,40625.0,Düsseldorf,http://www.gutenbergschule-duesseldorf.de,5111000.0,Krfr. Stadt Düsseldorf,Nebensitz,135,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100330,"Düsseldorf, GG Urdenbach",Städt. Gem. Grundschule Urdenbach,,,Öffentlich,Garather Str. 16,40593.0,Düsseldorf,http://www.gg-urdenbach.eschool.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,160,2
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100365,"Düsseldorf, GG Volker-Rosin-Schule",Volker-Rosin-Schule,Städt. Gemeinschaftsg. Arnstadter Weg,- Primarstufe -,Öffentlich,Arnstadter Weg 6-16,40627.0,Düsseldorf,http://www.schulen.duesseldorf.de/gs-arnstadterweg,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,305,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100389,"Düsseldorf, GG Deutzer Str.",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Deutzer Str. 102,40229.0,Düsseldorf,http://www.ggs-deutzerstrasse.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,170,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100390,"Düsseldorf, GG Am Köhnen",Städt. Gem. Grundschule,,,Öffentlich,Am Köhnen 73,40599.0,Düsseldorf,https://ggs-amkoehnen.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,235,9
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100420,"Düsseldorf, KG Carl Sonnenschein Schule",Carl Sonnenschein Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Graf-Recke-Str. 153,40237.0,Düsseldorf,http://www.carlsonnenschein-schule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,435,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100432,"Düsseldorf, KG St.Bruno-Schule",St.Bruno-Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,An der Golzheimer Heide 120,40468.0,Düsseldorf,http://stbruno-schule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,200,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100444,"Düsseldorf, KG Paul-Klee-Schule",Paul-Klee-Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Gerresheimer Str. 34-36,40211.0,Düsseldorf,http://www.grundschule-paul-klee.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,215,9
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100468,"Düsseldorf, KG Fuldaer Str.",Städt. Kath. Grundschule,- Primarstufe -,,Öffentlich,Fuldaer Str. 33,40229.0,Düsseldorf,https://www.kgs-fuldaerstr.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,205,2
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100470,"Düsseldorf, GG Flurstr.",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Flurstr. 59,40235.0,Düsseldorf,http://www.ggs-flurstrasse.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,260,7
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100481,"Düsseldorf, KG Florensstraße",Städt. Katholische Grundschule,Florensstraße,- Primarstufe -,Öffentlich,Heinsenstr. 21,40221.0,Düsseldorf,http://www.kg-florensstr.eschool.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,160,1
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100493,"Düsseldorf, KG Fleher Schule",Fleher Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Fleher Str. 213,40223.0,Düsseldorf,http://www.kgs-flehe.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,335,2
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100500,"Düsseldorf, KG Bonifatiusschule",Bonifatiusschule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Fleher Str. 70,40223.0,Düsseldorf,http://www.bonifatiusschule-duesseldorf.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,300,2
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100523,"Düsseldorf, KG St. Franziskus Schule",St. Franziskus Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Herchenbachstr. 2,40470.0,Düsseldorf,http://www.st-franziskus.schule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,325,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100535,"Düsseldorf, KG Essener Str.",Städt. Kath. Grundschule,- Primarstufe -,,Öffentlich,Essener Str. 1,40476.0,Düsseldorf,https://grundschule-essenerstrasse.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,290,5
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100547,"Düsseldorf, KG St. Cäcilia Schule",St. Cäcilia Schule,Städt. Kath. Grundschule,,Öffentlich,Erich-Müller-Str. 31,40597.0,Düsseldorf,http://www.kg-st-caecilia.eschool.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,190,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100560,"Düsseldorf, KG Einsiedelstr.",Städt. Kath. Grundschule,- Primarstufe -,,Öffentlich,Einsiedelstr. 25,40597.0,Düsseldorf,http://www.kg-einsiedelstrasse.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,220,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100572,"Düsseldorf, KG Max-Schule",Max-Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Citadellstr. 2 B,40213.0,Düsseldorf,http://www.maxschule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,110,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100584,"Düsseldorf, KG St. Elisabeth Schule",St. Elisabeth Schule,Städt. Kath. Grundschule,,Öffentlich,Buchenstr. 16,40599.0,Düsseldorf,http://www.sankt-elisabeth-schule-duesseldorf.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,270,9
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100596,"Düsseldorf, KG St. Rochus-Schule",St. Rochus-Schule,Städt. Katholische Grundschule,- Primarstufe -,Öffentlich,Blücherstr. 12,40477.0,Düsseldorf,http://st-rochus-schule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,295,2
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100602,"Düsseldorf, KG Thomas-Schule",Thomas-Schule,Städt. Kath. Grundschule,,Öffentlich,Blumenthalstr. 11,40476.0,Düsseldorf,http://www.thomas-schule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,220,5
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100638,"Düsseldorf, GG Montessori-Schule",Montessori-Grundschule Farnweg,Städt. Gem. Grundschule,-Primarstufe-,Öffentlich,Farnweg 10,40468.0,Düsseldorf,https://mgs-farnweg.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,335,1
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100651,"Düsseldorf, GG Adolf-Klarenbach",Adolf-Klarenbach-Schule,Städt. Gem. Grundschule,- Primarstufe -,Öffentlich,Walther-Rathenau-Str. 15,40589.0,Düsseldorf,http://www.adolf-klarenbach-schule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,230,7
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100663,"Düsseldorf, GG Beedstr.",Städt. Gem. Grundschule Unterrath,- Primarstufe -,,Öffentlich,Beedstr. 31,40468.0,Düsseldorf,https://ggs-unterrath.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,90,8
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100675,"Düsseldorf, GG Selma-Lagerlöf",Selma-Lagerlöf-Schule,Städt. Gem. Grundschule,- Primarstufe -,Öffentlich,Schillstr. 7,40599.0,Düsseldorf,http://www.schulen.duesseldorf.de/gs-selmalagerloef/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,210,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100687,"Düsseldorf, EG Friedrich-v.Bodelschwingh",Friedrich-von-Bodelschwingh Schule,Städt. Evangelische Grundschule,- Primarstufe -,Öffentlich,Cimbernstr. 24,40545.0,Düsseldorf,http://www.bodelschwingh-oberkassel.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,325,1
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100699,"Düsseldorf, GG Joachim Neander",Joachim Neander Schule,Städt. Gem. Grundschule,- Primarstufe -,Öffentlich,Rather Markt 2,40472.0,Düsseldorf,https://joachim-neander-schule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,295,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100705,"Düsseldorf, EG Brehm Schule",Brehm Schule,Städt. Ev. Grundschule,,Öffentlich,Karl-Müller-Str. 25,40237.0,Düsseldorf,https://brehm-schule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,460,1
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100717,"Düsseldorf, EG Elsa-Brandström-Schule",Elsa-Brandström-Schule,Städtische Evangelische Montessori-,Grundschule  - Primarstufe -,Öffentlich,An der Golzheimer Heide 120,40468.0,Düsseldorf,https://www.elsa-dus.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,230,2
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100730,"Düsseldorf, EG Martin-Luther-Schule",Martin-Luther-Schule,Städt. Ev. Grundschule,- Primarstufe -,Öffentlich,Gotenstr. 20,40225.0,Düsseldorf,http://www.mlsduesseldorf.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,230,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100742,"Düsseldorf, GG Matthias-Claudius-Schule",Matthias-Claudius-Schule,Städt. Gemeinschaftsgrundschule,- Primarstufe -,Öffentlich,Bongardstr. 9,40479.0,Düsseldorf,http://www.mcs-duesseldorf.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,445,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100754,"Düsseldorf, EG Hanna-Zürndorfer-Schule",Hanna-Zürndorfer-Schule,Städtische Evangelische Grundschule,- Primarstufe -,Öffentlich,Benderstr. 78,40625.0,Düsseldorf,https://hanna-zuerndorfer-schule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,110,2
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100766,"Düsseldorf, GG Beckbusch-Schule",Beckbusch-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Öffentlich,Beckbuschstr. 2,40474.0,Düsseldorf,http://www.beckbuschschule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,255,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100778,"Düsseldorf, GG Wickrather Str.",Städt. Gem. Grundschule Lörick,- Primarstufe -,,Öffentlich,Wickrather Str. 31,40547.0,Düsseldorf,https://www.ggs-loerick.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,350,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100780,"Düsseldorf, GG Vennhauser Allee",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Vennhauser Allee 160-162,40627.0,Düsseldorf,http://www.schulen.duesseldorf.de/gs-vennhauserallee/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,170,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100791,"Düsseldorf, GG Südallee",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Südallee 100,40593.0,Düsseldorf,http://www.ggs-suedallee.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,295,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100808,"Düsseldorf, GG Sonnenstr.",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Sonnenstr. 10,40227.0,Düsseldorf,http://www.fgz-sonnenstrasse.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,335,9
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100810,"Düsseldorf, GG Konkordiastr.",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Konkordiastr. 26,40217.0,Düsseldorf,https://konkordiaschule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,230,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100821,"Düsseldorf, GG Don-Bosco-Montessori-Schu",Don-Bosco-Montessori-Schule,Städt. Gem. Grundschule,- Primarstufe -,Öffentlich,Salierstr. 37,40545.0,Düsseldorf,http://www.don-bosco-grundschule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,195,5
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100833,"Düsseldorf, GG Rolandstr.",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Rolandstr. 40,40476.0,Düsseldorf,http://www.ggrolandstrasse-duesseldorf.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,405,4
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100845,"Düsseldorf, GG Richardstr.",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Richardstr. 14,40231.0,Düsseldorf,http://www.ggs-richardstrasse.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,330,7
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100869,"Düsseldorf, GG Wrangelstraße",Städtische Gemeinschaftsgrundschule,Wrangelstraße  -Primarstufe-,,Öffentlich,Wrangelstr. 40,40470.0,Düsseldorf,http://www.ggs-wrangelstrasse.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,260,7
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100870,"Düsseldorf, GG Neustrelitzer Str.",Städtische Gemeinschaftsgrundschule,- Primarstufe -,,Öffentlich,Neustrelitzer Str. 10,40595.0,Düsseldorf,http://www.neustrelitzer.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,175,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100882,"Düsseldorf, GG Schloss Benrath",Grundschule Schloss Benrath,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Öffentlich,Erich-Müller-Str. 31,40597.0,Düsseldorf,http://www.schulen.duesseldorf.de/gs-schlossbenrath,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,180,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100894,"Düsseldorf, GG Max-Halbe-Straße",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Max-Halbe-Str. 14,40470.0,Düsseldorf,https://www.ggs-max-halbe-str.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,235,8
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100900,"Düsseldorf, GG Theodor-Heuss-Schule",Theodor-Heuss-Schule,Städt. Gem. Grundschule,,Öffentlich,Lützenkircher Str. 2,40591.0,Düsseldorf,http://grundschule-theodor-heuss.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,215,8
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100924,"Düsseldorf, GG Astrid-Lindgren-Schule",Astrid-Lindgren-Schule,Städt. Gem. Grundschule,- Primarstufe -,Öffentlich,Leuthenstr. 50,40231.0,Düsseldorf,http://www.grundschule-astrid-lindgren.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,280,5
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100936,"Düsseldorf, GG Lennestr.",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Lennestr. 5,40477.0,Düsseldorf,http://www.ggs-lennestr.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,220,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100950,"Düsseldorf, GG Krahnenburgstraße",Städt. Gem. Grundschule,- Primarstufe -,,Öffentlich,Krahnenburgstr. 15,40472.0,Düsseldorf,https://ggs-krahnenburgstr.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,270,8
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100961,"Düsseldorf, GG Kronprinzenstr.",Städt. Gem. Grundschule,,,Öffentlich,Kronprinzenstr. 107,40217.0,Düsseldorf,http://kronprinzenschule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,325,1
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100973,"Düsseldorf, GG Regenbogenschule",Regenbogenschule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Öffentlich,Kirchfeldstr. 74-80,40215.0,Düsseldorf,http://www.regenbogenschule-duesseldorf.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,320,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,100985,"Düsseldorf, GG Sternwartschule",Sternwartschule,Städt. Gem. Grundschule,Im Dahlacker - Primarstufe -,Öffentlich,Im Dahlacker 15,40223.0,Düsseldorf,http://www.sternwartschule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,225,3
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,101000,"Düsseldorf, GG Ferdinand-Heye-Schule",Ferdinand-Heye-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Öffentlich,Heyestr. 91,40625.0,Düsseldorf,http://www.ferdinand-heye-schule.de,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,170,6
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,101011,"Düsseldorf, GG Stoffeler Straße",Städt. Gem. Grundschule Stoffeler Straße,- Primarstufe -,,Öffentlich,Schmiedestr. 10a,40227.0,Düsseldorf,https://gs-stoffelerstr.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,285,8
2024/25,5111000.0,Krfr. Stadt Düsseldorf,02,Grundschule,101023,"Düsseldorf, GG (Verb.) Heinrich-Heine",Heinrich-Heine-Schule,Städt. Gem. Grundschule mit,katholischem Teilstandort -Primarstufe-,Öffentlich,Heerdter Landstr. 186,40549.0,Düsseldorf,https://www.heinrichheine-grundschule.de/,5111000.0,Krfr. Stadt Düsseldorf,Hauptsitz,280,6
